ref_gene_name,Rank,Rank_Pct,class_prob,conservation_upstream,conservation_intron,species1_upstream,species1_max_PSSM_score_upstream,species1_avg_PSSM_score_upstream,species1_min_dist_upstream,species1_avg_dist_upstream,species1_site_count_upstream,species2_upstream,species2_max_PSSM_score_upstream,species2_avg_PSSM_score_upstream,species2_min_dist_upstream,species2_avg_dist_upstream,species2_site_count_upstream,species3_upstream,species3_max_PSSM_score_upstream,species3_avg_PSSM_score_upstream,species3_min_dist_upstream,species3_avg_dist_upstream,species3_site_count_upstream,species4_upstream,species4_max_PSSM_score_upstream,species4_avg_PSSM_score_upstream,species4_min_dist_upstream,species4_avg_dist_upstream,species4_site_count_upstream,species5_upstream,species5_max_PSSM_score_upstream,species5_avg_PSSM_score_upstream,species5_min_dist_upstream,species5_avg_dist_upstream,species5_site_count_upstream,species6_upstream,species6_max_PSSM_score_upstream,species6_avg_PSSM_score_upstream,species6_min_dist_upstream,species6_avg_dist_upstream,species6_site_count_upstream,species7_upstream,species7_max_PSSM_score_upstream,species7_avg_PSSM_score_upstream,species7_min_dist_upstream,species7_avg_dist_upstream,species7_site_count_upstream,species8_upstream,species8_max_PSSM_score_upstream,species8_avg_PSSM_score_upstream,species8_min_dist_upstream,species8_avg_dist_upstream,species8_site_count_upstream,species1_intron,species1_max_PSSM_score_intron,species1_avg_PSSM_score_intron,species1_min_dist_intron,species1_avg_dist_intron,species1_site_count_intron,species2_intron,species2_max_PSSM_score_intron,species2_avg_PSSM_score_intron,species2_min_dist_intron,species2_avg_dist_intron,species2_site_count_intron,species3_intron,species3_max_PSSM_score_intron,species3_avg_PSSM_score_intron,species3_min_dist_intron,species3_avg_dist_intron,species3_site_count_intron,species4_intron,species4_max_PSSM_score_intron,species4_avg_PSSM_score_intron,species4_min_dist_intron,species4_avg_dist_intron,species4_site_count_intron,species5_intron,species5_max_PSSM_score_intron,species5_avg_PSSM_score_intron,species5_min_dist_intron,species5_avg_dist_intron,species5_site_count_intron,species6_intron,species6_max_PSSM_score_intron,species6_avg_PSSM_score_intron,species6_min_dist_intron,species6_avg_dist_intron,species6_site_count_intron,species7_intron,species7_max_PSSM_score_intron,species7_avg_PSSM_score_intron,species7_min_dist_intron,species7_avg_dist_intron,species7_site_count_intron,species8_intron,species8_max_PSSM_score_intron,species8_avg_PSSM_score_intron,species8_min_dist_intron,species8_avg_dist_intron,species8_site_count_intron,avg_species_max_PSSM_score_upstream,avg_species_avg_PSSM_score_upstream,avg_species_min_dist_upstream,avg_species_avg_dist_upstream,avg_species_site_count_upstream,avg_species_max_PSSM_score_intron,avg_species_avg_PSSM_score_intron,avg_species_min_dist_intron,avg_species_avg_dist_intron,avg_species_site_count_intron
pph-1,38,0.391389432,0.631834038,6,,c_eleg,13.9592,13.0102,280,1554,2,c_brig,13.7347,12.2828,3353,8301.285714,7,c_rema,14.0918,12.364775,2584,7934.25,4,c_japo,12.8673,11.81632,1426,6539.4,5,p_paci,13.7347,12.049325,412,8462.416667,12,p_exsp,13.7347,12.0837,1306,8054.133333,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.68706667,12.26785333,1560.166667,6807.580952,7.5,,,,,
swah-1,39,0.401689154,0.631257263,5,5,c_eleg,14.0918,14.0918,2685,2685,1,c_brig,14.0918,13.8469,2263,2859.5,2,c_bren,14.0918,12.5374,475,1281.333333,3,c_rema,14.0918,12.6301,2502,4799.75,4,c_japo,14.0918,13.0765,472,1388,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,c_eleg,12.2959,11.4617,1827,4622.25,4,c_brig,12.8673,12.12923333,1619,4881.666667,3,c_bren,13.9592,11.81632,2822,6101.8,5,c_rema,11.3265,11.3265,2009,2009,1,c_japo,12.1939,11.46792857,1581,5475.428571,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.0918,13.23654,1679.4,2602.716667,2.4,12.52856,11.64033638,1971.6,4618.029048,4
miz-1,40,0.411988876,0.631208794,5,3,c_eleg,13.602,12.188775,976,2986.75,4,c_brig,13.7347,12.49796,360,7105.4,5,c_bren,12.8673,12.06803333,1158,3202,3,c_rema,13.9592,12.07561176,13,4914.058824,17,c_japo,13.9592,12.55105,10279,12890.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,c_eleg,13.602,12.03264,3824,7242.4,5,c_brig,12.551,11.71574286,552,5349.142857,7,c_bren,12.8673,12.33674,244,4458.4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.62448,12.27628602,2557.2,6219.741765,6.2,13.00676667,12.02837429,1540,5683.314286,5.666666667
rack-1,41,0.422288598,0.627171391,5,,c_eleg,12.551,12.551,1680,1680,1,c_japo,13.602,12.46425,348,1141,2,p_paci,14.0918,12.099475,3174,7037.5,4,p_exsp,14.0918,14.0918,3311,3311,1,a_lumb,12.8673,12.8673,3536,3536,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.44078,12.814765,2409.8,3341.1,1.8,,,,,
flp-16,42,0.43258832,0.62709551,5,,c_eleg,13.9592,12.09184,1122,8792.3,10,c_brig,13.602,12.38876,798,13377.5,10,c_bren,13.602,11.99995714,926,8018.571429,7,c_rema,13.9592,11.95918182,1002,5990.181818,11,c_japo,12.4184,12.30615,488,829.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.50816,12.14917779,867.2,7401.610649,8,,,,,
F47E1.2,43,0.442888042,0.626900052,8,,c_eleg,13.2245,12.2755,906,1055,2,c_brig,12.8673,12.0969,1529,1856.5,2,c_bren,13.7347,13.7347,2022,2022,1,c_rema,14.0918,12.234675,335,1212.25,4,c_japo,12.0612,12.0612,557,557,1,p_paci,12.551,12.42345,105,1617,2,p_exsp,12.6531,12.6531,1334,1334,1,a_lumb,11.6837,11.6837,10637,10637,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.8584125,12.39540313,2178.125,2536.34375,1.75,,,,,
F26A10.2,44,0.453187764,0.626611344,6,3,c_eleg,14.0918,12.76324,427,6983.4,5,c_brig,13.9592,12.15745714,540,12521.14286,7,c_bren,13.602,12.28292727,724,9930.181818,11,c_rema,13.7347,12.20408333,635,11266.33333,6,c_japo,13.9592,12.55714,1315,13335.6,5,p_paci,13.602,12.09593,533,8759.2,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,c_eleg,11.8776,11.78065,2722,3056,2,c_rema,13.602,12.37245,810,1722.5,2,p_paci,12.4184,11.7381,1303,5692.666667,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.82481667,12.34346296,695.6666667,10465.97633,7.333333333,12.63266667,11.96373333,1611.666667,3490.388889,2.333333333
hsp-43,45,0.463487486,0.625790471,6,,c_eleg,13.7347,13.7347,672,672,1,c_brig,13.7347,13.7347,805,805,1,c_bren,13.7347,13.7347,799,799,1,c_rema,13.7347,12.9643,782,1233.5,2,p_paci,12.6531,12.6531,686,686,1,a_lumb,13.602,13.602,8499,8499,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.53231667,13.40391667,2040.5,2115.75,1.166666667,,,,,
scav-1,46,0.473787208,0.625254723,6,,c_eleg,13.2245,13.2245,88,88,1,c_brig,13.2245,13.2245,172,172,1,c_bren,13.9592,12.630125,166,2570.25,4,c_rema,13.2245,13.2245,167,167,1,c_japo,13.9592,13.9592,152,152,1,p_exsp,13.7347,13.7347,586,586,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.55443333,13.33292083,221.8333333,622.5416667,1.5,,,,,
cutl-29,47,0.48408693,0.625105871,6,5,c_eleg,12.8673,12.1811,556,1736.5,4,c_brig,14.0918,14.0918,492,492,1,c_bren,14.0918,12.65643333,509,901.6666667,3,c_rema,14.0918,13.3214,1599,1694.5,2,c_japo,13.9592,13.9592,528,528,1,a_lumb,11.3265,11.19386667,2555,4649.666667,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,c_eleg,11.8776,11.8776,5255,5255,1,c_brig,11.1429,11.1429,1585,1585,1,c_bren,13.7347,12.37413333,1598,3014.333333,3,c_rema,11.3265,11.3265,1116,2165,2,a_lumb,12.0102,11.5544,454,1201.333333,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.40473333,12.90063333,1039.833333,1667.055556,2.333333333,12.01838,11.65510667,2001.6,2644.133333,2
F53B1.4,48,0.494386652,0.624077578,5,,c_eleg,14.0918,14.0918,986,986,1,c_bren,12.1939,12.1939,1648,1648,1,c_rema,14.0918,12.70915,741,903.5,2,c_japo,14.0918,14.0918,18264,18264,1,a_lumb,11.3265,11.2347,5561,7667.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.15916,12.86427,5440,5893.8,1.4,,,,,
H01G02.1,49,0.504686373,0.623756882,5,,c_eleg,14.0918,12.0245,4710,7680,5,c_brig,14.0918,12.34257143,5765,7239.428571,7,c_rema,14.0918,12.45604615,1152,4593,13,c_japo,12.1939,12.1939,2291,2291,1,a_lumb,12.8673,11.8863,3852,6564.285714,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.46732,12.18066352,3554,5673.542857,6.6,,,,,
Y116A8C.40,50,0.514986095,0.622148635,5,4,c_eleg,13.602,11.70408333,144,3285.833333,6,c_brig,12.8673,11.87925,189,2496.833333,6,c_bren,13.7347,12.82653333,282,716.6666667,3,c_rema,13.7347,12.07313333,411,6409.166667,6,c_japo,13.602,13.602,1652,1652,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,c_eleg,12.2959,11.7687,560,1392.333333,3,c_brig,13.2245,13.2245,2428,2428,1,c_bren,13.2245,12.7602,268,293.5,2,c_rema,11.3265,11.3265,3059,3059,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.50814,12.417,535.6,2912.1,4.4,12.51785,12.269975,1578.75,1793.208333,1.75
mig-39,51,0.525285817,0.6204926,5,6,c_eleg,13.602,12.29845,5251,9821.5,4,c_brig,13.9592,11.926025,59,5718.75,4,c_bren,13.602,12.10408,3073,10529.9,10,c_rema,13.9592,12.81633333,2561,4467.333333,3,p_exsp,14.0918,11.88627857,2156,11238.35714,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,c_eleg,12.8673,12.21086667,103,2645,3,c_brig,12.6531,11.7075,205,3323,3,c_bren,11.3265,11.2653,1347,1999,3,c_japo,12.0612,11.510175,1443,2950.25,4,p_paci,12.2959,11.64963333,160,1025,3,a_lumb,12.2959,11.89453333,6866,10739.33333,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.84284,12.20623338,2620,8355.168095,7,12.24998333,11.70633472,1687.333333,3780.263889,3.166666667
C39D10.7,52,0.535585539,0.620132708,6,,c_eleg,13.9592,12.747425,1029,4181.75,4,c_brig,12.8673,12.234675,1068,3379.5,4,c_bren,13.2245,12.1837,913,1599.5,2,c_rema,13.7347,12.82653333,3635,4868.666667,3,c_japo,12.8673,12.8673,1349,1349,1,p_exsp,12.8673,12.64285,1597,3024,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.25338333,12.58374722,1598.5,3067.069444,2.666666667,,,,,
D2005.6,53,0.545885261,0.61716398,7,7,c_eleg,13.602,13.0408,2444,3236.666667,3,c_brig,12.1939,11.7602,2856,4330,2,c_bren,13.7347,12.221925,166,5920.75,4,c_rema,13.9592,12.2914,6297,15119.33333,9,c_japo,14.0918,13.051,1453,7412.333333,3,p_exsp,12.6531,11.7517,2239,3205.333333,3,a_lumb,12.551,12.551,7250,7250,1,NA,NA,NA,NA,NA,NA,c_eleg,11.6837,11.44556667,159,2838.333333,3,c_brig,12.0612,11.67855,475,2633.5,2,c_bren,12.551,11.54227143,234,5047.571429,7,c_rema,11.1429,11.1429,6443,6443,1,p_paci,11.6837,11.362225,3974,11255.75,4,p_exsp,12.8673,12.28226667,733,1302,3,a_lumb,12.0612,11.553575,6115,16480.5,4,NA,NA,NA,NA,NA,NA,13.2551,12.38114643,3243.571429,6639.202381,3.571428571,12.00728571,11.57247925,2590.428571,6571.522109,3.428571429
nlp-55,54,0.556184983,0.615465144,5,,c_eleg,13.602,12.25,3692,7235.75,4,c_brig,13.2245,11.82085556,1449,6120.555556,9,c_bren,14.0918,11.99692,1943,9634.8,10,c_rema,13.602,12.06120909,2961,6070.363636,11,c_japo,13.2245,11.8444,518,4146.5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.54896,11.99467693,2112.6,6641.593838,7.6,,,,,
daf-12,55,0.566484705,0.614649241,7,7,c_eleg,13.602,12.20714,699,8886.5,10,c_brig,13.2245,11.8866,1445,7373.888889,9,c_bren,13.7347,13.7347,6379,6379,1,c_rema,13.602,12.2219375,103,4370.5,8,c_japo,12.6531,12.2109,656,1954,3,p_paci,12.4184,11.4796,3727,5270.6,5,p_exsp,12.8673,11.97874167,1030,8936.666667,12,NA,NA,NA,NA,NA,NA,c_eleg,13.602,11.79081667,1838,5713,6,c_brig,13.2245,12.39592,6703,15537.6,5,c_bren,14.0918,12.61735,164,410,2,c_rema,13.2245,11.84693333,4424,8296.666667,6,c_japo,11.3265,11.3265,174,174,1,p_paci,12.551,12.11735,2938,4761.5,2,a_lumb,12.8673,12.8673,8822,8822,1,NA,NA,NA,NA,NA,NA,13.15742857,12.24565988,2005.571429,6167.307937,6.857142857,12.98394286,12.13745286,3580.428571,6244.966667,3.285714286
hbl-1,56,0.576784427,0.614440579,6,3,c_eleg,13.602,12.27888333,1337,7444.666667,6,c_brig,13.9592,12.16427,818,9893.7,10,c_rema,13.2245,12.42855,838,5369,4,c_japo,14.0918,12.24826667,920,1112.333333,3,p_paci,13.602,12.37245,3626,6647,2,p_exsp,13.602,11.79933333,4082,9235.5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,c_eleg,13.2245,12.64285,2868,3171,2,c_bren,11.2755,11.2755,892,892,1,a_lumb,11.6837,11.4235,3860,4502.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.68025,12.21529222,1936.833333,6617.033333,5.166666667,12.06123333,11.78061667,2540,2855.166667,1.666666667
Y55F3AM.14,57,0.587084149,0.612131551,5,3,c_eleg,14.0918,12.602,754,5307,2,c_brig,12.0612,11.64795,115,7021.75,4,c_bren,13.9592,12.46938333,138,3540.166667,6,c_rema,14.0918,13.12583333,490,4695.833333,6,p_exsp,12.8673,12.0969,4486,4989.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,c_eleg,12.8673,12.8673,4164,4164,1,c_japo,11.3265,11.3265,2376,2376,1,a_lumb,11.6837,11.6837,7913,7913,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.41426,12.38841333,1196.6,5110.85,4,11.95916667,11.95916667,4817.666667,4817.666667,1
sul-2,58,0.597383871,0.611974043,7,,c_eleg,13.2245,12.6708875,623,3589.875,8,c_brig,13.602,12.3175875,764,4349.5,8,c_bren,13.2245,12.42008333,269,5773.5,6,c_rema,13.9592,12.13944444,136,3087.222222,9,c_japo,13.2245,12.16835,78,1653.5,2,p_paci,13.602,11.97195,954,3159.5,4,p_exsp,12.1939,11.59866667,973,2874,18,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.29008571,12.18385278,542.4285714,3498.156746,7.857142857,,,,,
zig-4,59,0.607683593,0.611083614,6,,c_eleg,13.9592,12.747425,3996,7316.25,4,c_brig,12.8673,12.234675,2268,4381.5,4,c_bren,13.7347,12.2908,882,4313.333333,6,c_rema,13.7347,12.82653333,1173,3171.333333,3,c_japo,11.8776,11.55953333,1634,3935,6,a_lumb,11.3265,11.3265,2227,2227,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.91666667,12.16424444,2030,4224.069444,4,,,,,
lgc-6,60,0.617983314,0.609282613,5,3,c_eleg,12.8673,12.085,1350,1369,3,c_brig,13.602,13.23465,856,888,2,c_bren,13.602,13.602,207,504.5,2,c_rema,13.602,13.23465,928,1482.25,4,p_exsp,13.602,13.1122,699,723.3333333,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,c_eleg,12.1939,12.1939,929,929,1,c_bren,12.4184,12.4184,822,822,1,p_exsp,11.3265,11.2347,834,868.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.45506,13.0537,808,993.4166667,2.8,11.9796,11.949,861.6666667,873.1666667,1.333333333
let-418,61,0.628283036,0.60914878,5,3,c_eleg,13.602,11.99417143,3436,8420.857143,7,c_brig,14.0918,11.88191429,2552,3549.428571,7,c_bren,13.9592,12.459175,845,1664.5,4,c_rema,12.8673,12.07905,5485,7692.75,4,a_lumb,12.2959,11.8112,5997,12288.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,c_eleg,11.3265,11.3265,3938,3953.666667,3,c_japo,11.3265,11.3265,4322,4322,1,a_lumb,13.2245,11.67347143,799,9290.857143,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.36324,12.04510214,3663,6723.207143,4.8,11.95916667,11.44215714,3019.666667,5855.507937,3.666666667
H01M10.2,62,0.638582758,0.6085453,5,,c_eleg,14.0918,12.43196667,1166,1593.333333,3,c_brig,14.0918,14.0918,1771,1771,1,c_bren,12.6531,12.1416,5129,7486.375,8,c_rema,13.602,12.38265,7880,7909.5,2,c_japo,13.2245,12.26191667,4446,9325.166667,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.53264,12.66198667,4078.4,5617.075,4,,,,,
spr-4,63,0.64888248,0.607884628,6,,c_eleg,13.9592,13.41325,202,2415.5,2,c_bren,12.8673,12.28567778,1697,3668.777778,9,c_rema,13.9592,12.96355714,1831,8987.857143,7,c_japo,11.3265,11.3265,2127,2127,1,p_exsp,13.9592,13.32653333,845,1478.333333,3,a_lumb,12.1939,11.6684,2251,2813.75,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.04421667,12.49731971,1492.166667,3581.869709,4.333333333,,,,,
srg-32,64,0.659182202,0.607615903,4,,c_eleg,14.0918,14.0918,46,46,1,c_brig,14.0918,14.0918,77,77,1,c_bren,13.2245,13.2245,67,67,1,c_rema,13.9592,12.62755,70,95.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.841825,13.5089125,65,71.375,1.25,,,,,
mlt-9,65,0.669481924,0.606945965,5,,c_eleg,12.8673,12.8673,1641,1641,1,c_bren,13.2245,13.2245,139,139,1,c_rema,13.2245,13.2245,152,152,1,c_japo,13.602,12.7398,2695,4794,2,a_lumb,13.9592,11.769125,2238,6198.875,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3755,12.765045,1373,2584.975,2.6,,,,,
F23D12.3,66,0.679781646,0.605877585,5,,c_eleg,13.2245,11.7796,2356,3969,5,c_brig,13.9592,12.03895,229,3398.5,22,c_bren,13.7347,12.0101931,226,3894.448276,29,c_rema,14.0918,12.70915,813,818.5,2,c_japo,12.4184,12.4184,54,54,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.48572,12.19125862,735.6,2426.889655,11.8,,,,,
glb-12,67,0.690081368,0.605258987,5,,c_eleg,13.7347,12.2075,789,2445,6,c_brig,12.0612,11.5379,17,4248.571429,7,c_bren,13.602,13.23465,1006,1415,2,c_rema,13.602,11.887725,318,816.25,4,c_japo,13.602,12.5374,2558,2971.666667,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.32038,12.281035,937.6,2379.297619,4.4,,,,,
rps-25,68,0.70038109,0.60488511,5,,c_eleg,13.7347,11.86005714,2046,4835.857143,7,c_brig,13.2245,12.19095714,75,6425.714286,7,c_bren,14.0918,12.1691,1355,8817.285714,7,c_rema,12.551,11.7704,1889,13728.125,8,c_japo,13.2245,12.7619,413,1092.333333,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3653,12.15048286,1155.6,6979.863095,6.4,,,,,
T20F7.3,69,0.710680812,0.604629907,5,,c_eleg,13.7347,12.714275,10,4500.5,4,c_brig,13.602,13.602,18399,18399,1,c_bren,12.6531,11.7398,238,2273.5,4,c_rema,13.602,13.602,3426,3426,1,a_lumb,13.2245,13.2245,124,124,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.36326,12.976515,4439.4,5744.6,2.2,,,,,
cyd-1,70,0.720980534,0.601126063,5,4,c_eleg,13.602,13.602,681,681,1,c_brig,12.6531,11.9966,1557,7803,3,c_bren,13.602,13.0102,1433,1993,2,c_rema,13.9592,12.449,1224,3133.8,5,p_exsp,13.9592,13.9592,791,791,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,c_eleg,11.2959,11.2959,2187,2187,1,c_brig,11.3265,11.3265,3071,3071,1,c_rema,12.0612,11.67855,2333,3326,2,c_japo,13.602,13.23465,3440,5034.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.5551,13.0034,1137.2,2880.36,2.4,12.0714,11.8839,2757.75,3404.625,1.5
cpr-1,71,0.731280255,0.600731491,5,,c_eleg,13.9592,11.89287,2365,5775.6,10,c_brig,13.2245,12.07142,352,4993.8,5,c_bren,13.602,12.56803333,5331,5744.666667,3,c_rema,14.0918,12.17683333,718,4842.333333,3,p_exsp,12.0612,11.60205,812,860.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.38774,12.06224133,1915.6,4443.38,4.6,,,,,
Y75B8A.6,72,0.741579977,0.600516905,7,,c_eleg,13.7347,12.63266,8068,15363.4,5,c_brig,12.8673,11.79284,735,7554.7,10,c_bren,13.2245,12.32944286,1531,9434.428571,7,c_rema,14.0918,12.15364118,2465,17453.41176,17,p_paci,13.9592,11.82260769,628,7095.076923,13,p_exsp,13.9592,11.78458889,1571,9190.444444,9,a_lumb,13.7347,13.301,10315,12773.5,2,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.65305714,12.25954009,3616.142857,11266.4231,9,,,,,
F41E7.2,73,0.751879699,0.599058725,6,,c_eleg,13.7347,12.14513333,272,5219.777778,9,c_brig,13.602,11.93162,1134,7806.1,10,c_bren,12.6531,12.6531,932,932,1,c_rema,13.7347,12.60712,3904,9282.8,10,c_japo,13.602,12.33786667,607,9007.111111,9,a_lumb,12.4184,11.7653,8629,8941,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.29081667,12.24002333,2579.666667,6864.798148,6.833333333,,,,,
zfh-2,74,0.762179421,0.59904781,6,6,c_eleg,13.7347,13.07655,526,11993,2,c_brig,12.2959,12.2959,61,61,1,c_bren,13.7347,12.204925,3615,6056.75,12,c_rema,13.602,12.47052222,4121,14070.33333,9,p_exsp,14.0918,12.25101,935,5452.8,10,a_lumb,12.4184,12.4184,1826,1826,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,c_eleg,13.602,11.6077,1845,12252.11111,9,c_brig,13.2245,12.08617778,1851,12977.33333,9,c_bren,13.602,11.90588889,3353,7942,9,c_rema,13.7347,12.19811667,1697,11069,12,c_japo,11.3265,11.3265,3168,3358,2,a_lumb,12.8673,12.0153,1537,5535.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.31291667,12.45288454,1847.333333,6576.647222,5.833333333,13.0595,11.85661389,2241.833333,8855.657407,7.166666667
