"","Rank","Rank_Pct","class_prob","conservation_upstream","conservation_intron","species1_upstream","species1_max_PSSM_score_upstream","species1_avg_PSSM_score_upstream","species1_min_dist_upstream","species1_avg_dist_upstream","species1_site_count_upstream","species2_upstream","species2_max_PSSM_score_upstream","species2_avg_PSSM_score_upstream","species2_min_dist_upstream","species2_avg_dist_upstream","species2_site_count_upstream","species3_upstream","species3_max_PSSM_score_upstream","species3_avg_PSSM_score_upstream","species3_min_dist_upstream","species3_avg_dist_upstream","species3_site_count_upstream","species4_upstream","species4_max_PSSM_score_upstream","species4_avg_PSSM_score_upstream","species4_min_dist_upstream","species4_avg_dist_upstream","species4_site_count_upstream","species5_upstream","species5_max_PSSM_score_upstream","species5_avg_PSSM_score_upstream","species5_min_dist_upstream","species5_avg_dist_upstream","species5_site_count_upstream","species6_upstream","species6_max_PSSM_score_upstream","species6_avg_PSSM_score_upstream","species6_min_dist_upstream","species6_avg_dist_upstream","species6_site_count_upstream","species7_upstream","species7_max_PSSM_score_upstream","species7_avg_PSSM_score_upstream","species7_min_dist_upstream","species7_avg_dist_upstream","species7_site_count_upstream","species8_upstream","species8_max_PSSM_score_upstream","species8_avg_PSSM_score_upstream","species8_min_dist_upstream","species8_avg_dist_upstream","species8_site_count_upstream","species1_intron","species1_max_PSSM_score_intron","species1_avg_PSSM_score_intron","species1_min_dist_intron","species1_avg_dist_intron","species1_site_count_intron","species2_intron","species2_max_PSSM_score_intron","species2_avg_PSSM_score_intron","species2_min_dist_intron","species2_avg_dist_intron","species2_site_count_intron","species3_intron","species3_max_PSSM_score_intron","species3_avg_PSSM_score_intron","species3_min_dist_intron","species3_avg_dist_intron","species3_site_count_intron","species4_intron","species4_max_PSSM_score_intron","species4_avg_PSSM_score_intron","species4_min_dist_intron","species4_avg_dist_intron","species4_site_count_intron","species5_intron","species5_max_PSSM_score_intron","species5_avg_PSSM_score_intron","species5_min_dist_intron","species5_avg_dist_intron","species5_site_count_intron","species6_intron","species6_max_PSSM_score_intron","species6_avg_PSSM_score_intron","species6_min_dist_intron","species6_avg_dist_intron","species6_site_count_intron","species7_intron","species7_max_PSSM_score_intron","species7_avg_PSSM_score_intron","species7_min_dist_intron","species7_avg_dist_intron","species7_site_count_intron","species8_intron","species8_max_PSSM_score_intron","species8_avg_PSSM_score_intron","species8_min_dist_intron","species8_avg_dist_intron","species8_site_count_intron","avg_species_max_PSSM_score_upstream","avg_species_avg_PSSM_score_upstream","avg_species_min_dist_upstream","avg_species_avg_dist_upstream","avg_species_site_count_upstream","avg_species_max_PSSM_score_intron","avg_species_avg_PSSM_score_intron","avg_species_min_dist_intron","avg_species_avg_dist_intron","avg_species_site_count_intron"
"srsx-22",421,4.957146166,0.635751084,4,NA,"c_eleg",13.7561,13.7561,1586,1586,1,"c_brig",13.7561,13.7561,258,258,1,"c_bren",15.0244,15.0244,467,467,1,"p_exsp",13.7561,13.7561,8381,8381,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,14.073175,14.073175,2673,2673,1,NA,NA,NA,NA,NA
"Y54G2A.38",454,5.350938151,0.630692375,4,NA,"c_eleg",13.7561,11.76694,1003,2489.333333,3,"c_brig",15.0244,12.24390667,454,2026.333333,3,"c_bren",13.7561,13.7561,3080,3080,1,"c_rema",13.7561,13.7561,739,1083.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,14.073175,12.88076167,1319,2169.791667,2.25,NA,NA,NA,NA,NA
"sre-5",463,5.455177206,0.630091777,4,NA,"c_eleg",13.7561,13.7561,1290,3078.333333,3,"c_brig",13.7561,13.7561,3790,3790,1,"c_bren",15.0244,12.89838,904,5570.75,4,"c_japo",13.7561,13.7561,3887,3887,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,14.073175,13.54167,2467.75,4081.520833,2.25,NA,NA,NA,NA,NA
"tag-89",515,6.057447301,0.622037348,6,NA,"c_eleg",13.7561,9.28049,4936,10864.25,4,"c_bren",13.7561,13.7561,5638,15766,2,"c_rema",13.7561,10.857725,8960,18670,2,"c_japo",15.0244,12.61247333,2999,4443,3,"p_exsp",13.7561,11.82385,931,1583,3,"a_lumb",15.0244,11.41514563,1132,20097.75,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,14.17886667,11.62429733,4099.333333,11904,5,NA,NA,NA,NA,NA
"T10G3.2",517,6.080611536,0.621929826,4,NA,"c_eleg",13.7561,13.7561,801,801,1,"c_brig",13.7561,13.7561,548,548,1,"c_rema",13.7561,13.7561,601,601,1,"c_japo",15.0244,12.18970667,2205,5412.333333,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,14.073175,13.36450167,1038.75,1840.583333,1.5,NA,NA,NA,NA,NA
"srsx-8",528,6.208014825,0.619753131,5,NA,"c_eleg",15.0244,12.97290333,1434,8958,6,"c_brig",13.7561,13.7561,4772,7966,3,"c_rema",15.0244,10.04607333,524,8309.5,6,"c_japo",13.7561,11.5813025,1393,13574.875,8,"p_paci",7.95935,7.95935,2356,2356,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,13.10407,11.26314583,2095.8,8232.875,4.8,NA,NA,NA,NA,NA
"C01F1.4",562,6.671299514,0.615564136,5,NA,"c_eleg",13.7561,13.7561,4408,5193,2,"c_brig",7.78862,7.78862,5485,5485,1,"c_bren",15.0244,12.18970667,5498,15670.33333,3,"c_rema",15.0244,13.102444,4607,7882.2,5,"c_japo",15.0244,15.0244,6215,6215,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,13.323584,12.37225413,5242.6,8089.106667,2.4,NA,NA,NA,NA,NA
"frpr-8",567,6.7292101,0.615181721,4,NA,"c_eleg",13.7561,12.59675,4609,7007.2,5,"c_brig",15.0244,14.39025,4872,6115,2,"c_bren",13.7561,12.30488,1211,7204.75,4,"c_rema",13.7561,13.7561,2126,4386.75,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,14.073175,13.261995,3204.5,6178.425,3.75,NA,NA,NA,NA,NA
"tkr-2",580,6.879777623,0.613326135,6,NA,"c_eleg",13.7561,11.82114,1598,4508.333333,3,"c_brig",15.0244,11.689434,1150,4140,5,"c_bren",13.7561,13.7561,8235,10961.5,2,"c_rema",13.7561,8.89431,144,3139.666667,6,"c_japo",13.7561,10.77236,4396,7967.5,2,"p_exsp",13.7561,13.7561,316,316,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,13.96748333,11.781574,2639.833333,5172.166667,3.166666667,NA,NA,NA,NA,NA
"srt-61",633,7.505211953,0.600742643,5,NA,"c_eleg",13.7561,13.7561,789,789,1,"c_brig",7.78862,7.78862,121,121,1,"c_rema",13.7561,13.7561,2532,2532,1,"p_paci",15.0244,15.0244,328,328,1,"p_exsp",13.7561,13.7561,2494,2494,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,12.816264,12.816264,1252.8,1252.8,1.2,NA,NA,NA,NA,NA
"srd-1",644,7.632615242,0.59830099,4,NA,"c_eleg",13.7561,13.7561,1220,1220,1,"c_bren",13.7561,13.7561,4421,4617,2,"p_paci",13.7561,13.7561,1700,1700,1,"p_exsp",15.0244,10.463418,397,2450.2,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,14.073175,12.9329295,1934.5,2496.8,24.75,NA,NA,NA,NA,NA
"frpr-6",648,7.678943711,0.598105851,4,NA,"c_eleg",13.7561,13.7561,75,75,1,"c_bren",13.7561,10.77236,3664,4255,2,"c_rema",15.0244,10.302442,189,3454.9,10,"p_exsp",13.7561,13.7561,532,532,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,14.073175,12.1467505,1115,2079.225,3.75,NA,NA,NA,NA,NA
"npr-16",662,7.841093352,0.595792154,6,NA,"c_eleg",15.0244,12.66667333,326,11320,3,"c_brig",13.7561,13.7561,826,826,1,"c_bren",15.0244,11.491875,304,1482.5,2,"c_rema",13.7561,13.7561,6280,6280,1,"c_japo",7.78862,7.78862,2954,2954,1,"p_paci",13.7561,11.401628,3806,6503.2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,13.18428667,11.81016606,2416,4894.283333,2.166666667,NA,NA,NA,NA,NA
"F35H10.10",666,7.887421821,0.595298918,6,NA,"c_eleg",13.7561,11.82114,6065,7307.333333,3,"c_brig",13.7561,13.7561,2283,2283,1,"c_bren",13.7561,13.7561,5080,5080,1,"c_rema",15.0244,15.0244,7969,7969,1,"c_japo",7.78862,7.78862,1552,1552,1,"a_lumb",13.7561,11.518295,4515,14848.5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,12.97290333,12.2774425,4577.333333,6506.638889,2.5,NA,NA,NA,NA,NA
"npr-2",679,8.037989344,0.592730555,5,3,"c_eleg",13.7561,11.76694,349,1344.666667,3,"c_brig",13.7561,10.77236,84,4186,2,"c_bren",13.7561,10.242278,79,4851.4,5,"c_rema",15.0244,14.39025,2656,4679.5,2,"c_japo",15.0244,10.993905,2639,10109.875,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c_eleg",15.0244,13.21274167,2136,4493,6,"c_brig",13.7561,12.59675,9620,13355,5,"c_rema",13.7561,10.276424,397,3206.4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.26342,11.6331466,1161.4,5034.288333,4,14.17886667,12.02863856,4051,7018.133333,5.333333333
"egl-6",680,8.049571462,0.592707984,6,NA,"c_eleg",13.7561,10.208132,4515,6924.8,5,"c_brig",15.0244,11.130085,541,4440.25,4,"c_bren",13.7561,10.85366,5487,5758,2,"c_rema",13.7561,9.88889,5235,6751.666667,3,"c_japo",13.7561,10.77236,287,2130,2,"a_lumb",15.0244,12.816264,5396,26190,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,14.17886667,10.9448985,3576.833333,8699.119444,3.5,NA,NA,NA,NA,NA
"tyra-3",684,8.095899931,0.591913384,7,NA,"c_eleg",15.0244,12.18970667,7820,10698.66667,3,"c_brig",13.7561,13.7561,4696,7273,2,"c_bren",13.7561,10.77236,8,6395.25,4,"c_rema",15.0244,11.876428,5480,10361.4,5,"c_japo",15.0244,11.130085,7053,15280,4,"p_exsp",15.0244,15.0244,263,263,1,"a_lumb",15.0244,15.0244,118,118,1,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,14.66202857,12.82478281,3634,7198.47381,2.857142857,NA,NA,NA,NA,NA
"Y77E11A.16",703,8.315960158,0.5865925,6,3,"c_eleg",13.7561,10.857725,148,2291,2,"c_brig",15.0244,15.0244,8155,8155,1,"c_rema",13.7561,9.28049,2604,4638,4,"c_japo",13.7561,11.369108,2033,9382,5,"p_paci",13.7561,13.7561,6204,6204,1,"a_lumb",13.7561,13.7561,8251,8251,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c_eleg",7.78862,7.78862,1141,1141,1,"c_bren",7.78862,7.78862,1015,1015,1,"p_paci",7.95935,7.95935,3973,3973,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.96748333,12.34065383,4565.833333,6486.833333,2.333333333,7.84553,7.84553,2043,2043,1
"npr-6",709,8.385452861,0.585559798,8,NA,"c_eleg",15.0244,12.17378625,1115,8273.75,8,"c_brig",15.0244,15.0244,7694,7694,1,"c_bren",15.0244,14.60163333,1050,4942.5,6,"c_rema",15.0244,14.39025,1068,1561,2,"c_japo",15.0244,10.77958778,252,7265.888889,9,"p_paci",7.78862,7.78862,4711,4711,1,"p_exsp",15.0244,11.40651,1530,4256,2,"a_lumb",15.0244,10.3861825,538,12356.375,8,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,14.1199275,12.06887123,2244.75,6382.564236,4.625,NA,NA,NA,NA,NA
"sprr-3",712,8.420199212,0.584900403,4,NA,"c_eleg",13.7561,10.77236,5890,8464.5,2,"c_bren",13.7561,10.175612,6711,10811,5,"c_rema",15.0244,14.00976,10061,15658,5,"a_lumb",13.7561,10.77236,801,1380.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,14.073175,11.432523,5865.75,9078.5,3.5,NA,NA,NA,NA,NA
"npr-5",770,9.091962011,0.573416919,7,3,"c_eleg",15.0244,10.57375429,1371,8737.285714,7,"c_brig",13.7561,8.713125714,2765,11040.71429,7,"c_bren",15.0244,11.15285,507,6861.7,10,"c_rema",13.7561,13.7561,71,5182.5,4,"c_japo",15.0244,12.40109,3684,11056.83333,6,"p_paci",13.7561,9.83469,6009,11195.66667,3,"a_lumb",15.0244,12.20867667,420,4568.222222,9,NA,NA,NA,NA,NA,NA,"c_eleg",15.0244,14.39025,494,1809.5,2,"c_japo",7.78862,7.78862,1049,3252.5,2,"a_lumb",13.7561,11.369108,472,3437.8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.48084286,11.23432667,2118.142857,8377.560317,6.571428571,12.18970667,11.18265933,671.6666667,2833.266667,3
"B0563.6",782,9.230947417,0.57162273,6,4,"c_eleg",13.7561,10.77236,1988,7658.25,4,"c_brig",13.7561,10.77236,756,4761.5,2,"c_bren",13.7561,12.595124,813,6634.6,5,"c_rema",13.7561,13.7561,1921,1921,1,"c_japo",15.0244,12.24390667,4638,6596.333333,3,"a_lumb",7.95935,7.95935,1028,1028,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c_eleg",13.7561,13.7561,2496,2496,1,"c_rema",13.7561,13.7561,177,480.5,2,"c_japo",7.95122,7.95122,3681,3681,1,"a_lumb",7.95122,7.95122,1844,1844,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.00135833,11.34986678,1857.333333,4766.613889,2.666666667,10.85366,10.85366,2049.5,2125.375,1.25
"aexr-3",793,9.358350707,0.569924078,5,4,"c_eleg",15.0244,14.11847143,6536,13570.71429,7,"c_brig",15.0244,12.21680667,4590,10369.83333,6,"c_bren",15.0244,13.9146375,3149,10120.25,8,"c_rema",13.7561,13.7561,1924,5264.5,4,"a_lumb",13.7561,10.209758,3144,18693.8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c_eleg",7.78862,7.78862,1045,1045,1,"c_brig",13.7561,13.7561,1988,2404,2,"p_exsp",13.7561,13.7561,746,746,1,"a_lumb",13.7561,13.7561,1601,4003.333333,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.51708,12.84315472,3868.6,11603.81952,6,12.26423,12.26423,1345,2049.583333,1.75
"gnrr-3",794,9.369932824,0.569873685,5,NA,"c_eleg",15.0244,15.0244,1764,1764,1,"c_rema",13.7561,13.7561,1314,1314,1,"c_japo",13.7561,13.7561,2258,2258,1,"p_exsp",7.95122,7.95122,604,604,1,"a_lumb",13.7561,13.7561,2302,2302,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,12.848784,12.848784,1648.4,1648.4,1,NA,NA,NA,NA,NA
"F59B2.13",802,9.462589761,0.568910254,6,4,"c_eleg",13.7561,11.795395,153,3902.833333,6,"c_brig",13.7561,10.209758,2017,6238.2,5,"c_bren",15.0244,12.9410625,1172,5308,4,"c_rema",13.7561,13.7561,83,83,1,"c_japo",15.0244,11.69106,2888,8343.6,5,"a_lumb",15.0244,11.40651,6282,7204.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c_eleg",13.7561,13.7561,772,772,1,"c_bren",13.7561,10.77236,555,1432.5,2,"p_paci",13.7561,13.7561,3120,3120,1,"a_lumb",13.7561,10.77236,11328,13234,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.39025,11.96664758,2099.166667,5180.022222,3.833333333,13.7561,12.26423,3943.75,4639.625,1.5
"aex-2",814,9.601575168,0.565535163,5,3,"c_eleg",13.7561,10.857725,24,5338,2,"c_brig",13.7561,9.88889,50,2253,3,"c_rema",13.7561,10.85366,62,1838.5,2,"c_japo",13.7561,13.7561,10476,12259,2,"a_lumb",15.0244,14.073175,4456,4955.5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c_eleg",13.7561,13.7561,1213,1213,1,"p_paci",15.0244,15.0244,3742,4758,2,"a_lumb",13.7561,13.7561,2481,2481,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.00976,11.88591,3013.6,5328.8,2.6,14.17886667,14.17886667,2478.666667,2817.333333,1.333333333
"npr-4",853,10.06485986,0.559774272,5,5,"c_eleg",15.0244,12.00542333,4717,9098.166667,6,"c_bren",13.7561,12.07433429,512,11245.42857,7,"c_rema",15.0244,11.94399556,306,9523,9,"c_japo",15.0244,9.714970588,1735,11901.29412,17,"p_paci",7.95122,7.95122,7723,7723,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c_eleg",7.78862,7.78862,626,969.5,2,"c_brig",13.7561,10.82927,978,7305.5,6,"c_japo",7.95122,7.95122,665,665,1,"p_paci",7.95122,7.95122,1439,2110.5,2,"p_exsp",7.95122,7.95122,712,712,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.356104,10.73798875,2998.6,9898.177871,8,9.079676,8.49431,884,2352.5,2.4
"npr-14",864,10.19226315,0.558162291,4,3,"c_eleg",13.7561,13.7561,1768,2988.666667,3,"c_brig",15.0244,14.26342,8761,11925.2,5,"c_bren",15.0244,11.1727675,2960,6067,4,"c_rema",13.7561,10.857725,3381,3839.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c_eleg",13.7561,13.7561,5146,5146,1,"c_brig",7.95935,7.95935,2549,2549,1,"c_bren",13.7561,10.85366,1096,1492.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.39025,12.51250313,4217.5,6205.091667,3.5,11.82385,10.85637,2930.333333,3062.5,1.333333333
"ser-1",871,10.27333797,0.556856094,5,4,"c_eleg",13.7561,11.22183714,1767,8999.857143,7,"c_brig",13.7561,11.76694,7371,8300,3,"c_bren",13.7561,13.7561,6210,6210,1,"c_japo",13.7561,13.7561,2422,5652.5,2,"a_lumb",13.7561,13.7561,576,3271,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c_eleg",13.7561,10.39489143,557,2996.142857,7,"c_brig",15.0244,15.0244,801,801,1,"c_rema",7.95122,7.95122,4459,4459,1,"a_lumb",7.78862,7.78862,11573,12059.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.7561,12.85141543,3669.2,6486.671429,3,11.130085,10.28978286,4347.5,5078.910714,2.75
"npr-8",882,10.40074126,0.554897377,6,3,"c_eleg",13.7561,10.77236,5333,7217,2,"c_brig",15.0244,11.622768,2360,5124.2,5,"c_bren",15.0244,14.17886667,3465,14489.33333,3,"c_rema",15.0244,12.97290333,1112,7186.333333,6,"c_japo",13.7561,11.12195333,334,8139,9,"a_lumb",15.0244,9.6808975,3078,8703.5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c_eleg",15.0244,12.24390667,6026,6566.333333,3,"c_brig",15.0244,14.39025,5949,6091.5,2,"a_lumb",13.7561,13.7561,7816,10244.66667,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.60163333,11.72495814,2613.666667,8476.561111,4.833333333,14.60163333,13.46341889,6597,7634.166667,2.666666667
"nmur-1",887,10.45865184,0.554173299,5,NA,"c_eleg",15.0244,14.11847143,2197,6230.285714,7,"c_brig",15.0244,12.21680667,287,4951.166667,6,"c_rema",13.7561,13.7561,2240,8246.5,4,"p_exsp",7.78862,7.78862,2043,2043,1,"a_lumb",13.7561,10.85366,4958,5551.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,13.069924,11.74673162,2345,5404.490476,4,NA,NA,NA,NA,NA
