ref_gene_name,Rank,Rank_Pct,class_prob,conservation_upstream,conservation_intron,species1_upstream,species1_max_PSSM_score_upstream,species1_avg_PSSM_score_upstream,species1_min_dist_upstream,species1_avg_dist_upstream,species1_site_count_upstream,species2_upstream,species2_max_PSSM_score_upstream,species2_avg_PSSM_score_upstream,species2_min_dist_upstream,species2_avg_dist_upstream,species2_site_count_upstream,species3_upstream,species3_max_PSSM_score_upstream,species3_avg_PSSM_score_upstream,species3_min_dist_upstream,species3_avg_dist_upstream,species3_site_count_upstream,species4_upstream,species4_max_PSSM_score_upstream,species4_avg_PSSM_score_upstream,species4_min_dist_upstream,species4_avg_dist_upstream,species4_site_count_upstream,species5_upstream,species5_max_PSSM_score_upstream,species5_avg_PSSM_score_upstream,species5_min_dist_upstream,species5_avg_dist_upstream,species5_site_count_upstream,species6_upstream,species6_max_PSSM_score_upstream,species6_avg_PSSM_score_upstream,species6_min_dist_upstream,species6_avg_dist_upstream,species6_site_count_upstream,species7_upstream,species7_max_PSSM_score_upstream,species7_avg_PSSM_score_upstream,species7_min_dist_upstream,species7_avg_dist_upstream,species7_site_count_upstream,species8_upstream,species8_max_PSSM_score_upstream,species8_avg_PSSM_score_upstream,species8_min_dist_upstream,species8_avg_dist_upstream,species8_site_count_upstream,species1_intron,species1_max_PSSM_score_intron,species1_avg_PSSM_score_intron,species1_min_dist_intron,species1_avg_dist_intron,species1_site_count_intron,species2_intron,species2_max_PSSM_score_intron,species2_avg_PSSM_score_intron,species2_min_dist_intron,species2_avg_dist_intron,species2_site_count_intron,species3_intron,species3_max_PSSM_score_intron,species3_avg_PSSM_score_intron,species3_min_dist_intron,species3_avg_dist_intron,species3_site_count_intron,species4_intron,species4_max_PSSM_score_intron,species4_avg_PSSM_score_intron,species4_min_dist_intron,species4_avg_dist_intron,species4_site_count_intron,species5_intron,species5_max_PSSM_score_intron,species5_avg_PSSM_score_intron,species5_min_dist_intron,species5_avg_dist_intron,species5_site_count_intron,species6_intron,species6_max_PSSM_score_intron,species6_avg_PSSM_score_intron,species6_min_dist_intron,species6_avg_dist_intron,species6_site_count_intron,species7_intron,species7_max_PSSM_score_intron,species7_avg_PSSM_score_intron,species7_min_dist_intron,species7_avg_dist_intron,species7_site_count_intron,species8_intron,species8_max_PSSM_score_intron,species8_avg_PSSM_score_intron,species8_min_dist_intron,species8_avg_dist_intron,species8_site_count_intron,avg_species_max_PSSM_score_upstream,avg_species_avg_PSSM_score_upstream,avg_species_min_dist_upstream,avg_species_avg_dist_upstream,avg_species_site_count_upstream,avg_species_max_PSSM_score_intron,avg_species_avg_PSSM_score_intron,avg_species_min_dist_intron,avg_species_avg_dist_intron,avg_species_site_count_intron
F47E1.3,33,0.386507379,0.51715756,2,6,c_eleg,8.19231,8.19231,4432,4432,1,c_rema,8.28846,8.28846,585,585,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,c_eleg,9.07692,9.07692,7195,7195,1,c_brig,8.79808,8.658655,710,714,2,c_bren,9.07692,9.07692,3301,3301,1,c_rema,9.07692,9.07692,2626,2626,1,p_paci,8.80769,8.80769,2505,2505,1,p_exsp,9.16346,8.477563333,2030,3445,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.240385,8.240385,2508.5,2508.5,1,8.999998333,8.862444722,3061.166667,3297.666667,1.5
clec-103,34,0.398219724,0.5137309,5,,c_eleg,8.71154,8.676283333,201,208,3,c_brig,8.79808,8.79808,86,86,1,c_bren,9.07692,8.496260556,1480,13080.06481,108,c_rema,8.71154,8.528106923,380,5915.230769,13,c_japo,8.51923,8.51923,1411,1411,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.763462,8.603592162,711.6,4140.059117,25.2,,,,,
W05B5.1,35,0.409932068,0.512609435,4,4,c_eleg,9.16346,8.548879167,329,5509.666667,24,c_bren,8.97115,8.476398485,85,15333.32323,99,c_rema,8.79808,8.53940451,241,13857.96078,102,p_exsp,8.71154,8.3125,4670,9299.666667,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,c_eleg,9.16346,8.6050004,740,6714.48,25,c_brig,8.79808,8.378496818,446,9413.772727,22,c_bren,8.79808,8.431980741,2845,4134.074074,27,c_rema,8.72115,8.525809474,69,2044.157895,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.9110575,8.46929554,1331.25,11000.15434,57.75,8.8701925,8.485321858,1025,5576.621174,23.25
T01B10.5,36,0.421644413,0.512432367,5,,c_eleg,8.72115,8.36298,757,9688.125,8,c_brig,9.16346,8.565384,4961,9666.8,5,c_bren,8.72115,8.474998,2642,10919.2,5,c_rema,8.77885,8.560095,1978,9682,4,c_japo,8.79808,8.79808,11670,11670,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.836538,8.5523074,4401.6,10325.225,4.6,,,,,
T28B4.1,37,0.433356758,0.511988973,7,5,c_eleg,9.16346,8.545193,418,8468.8,10,c_brig,8.32692,8.216345,1745,2555.5,2,c_rema,8.88462,8.658655,1212,1698.5,2,c_japo,8.88462,8.788465,2626,2882,2,p_paci,8.38462,8.240385,2810,2870.5,2,p_exsp,8.79808,8.51282,16967,17936,3,a_lumb,8.97115,8.388462,2768,5284.8,5,NA,NA,NA,NA,NA,NA,c_eleg,8.65385,8.65385,1148,1148,1,c_brig,8.51923,8.51923,550,550,1,c_bren,8.97115,8.66346,1385,2205,2,c_rema,8.34615,8.34615,158,158,1,a_lumb,8.43269,8.43269,8652,8652,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.773352857,8.478617857,4078,5956.585714,3.714285714,8.584614,8.523076,2378.6,2542.6,1.2
nhr-88,38,0.445069103,0.510231731,7,5,c_eleg,8.79808,8.357141429,1481,5420.571429,7,c_bren,8.71154,8.41346,3122,8640.5,2,c_rema,9.07692,8.442306667,8271,12158,6,c_japo,8.72115,8.72115,7229,7229,1,p_paci,8.77885,8.391026667,3103,6073.333333,3,p_exsp,9.16346,8.971153333,2170,5366.666667,3,a_lumb,8.79808,8.79808,8183,8183,1,NA,NA,NA,NA,NA,NA,c_eleg,8.79808,8.60577,6523,7172.5,2,c_brig,8.22115,8.22115,1782,1782,1,c_japo,8.23077,8.23077,2927,2927,1,p_paci,8.32692,8.32692,97,97,1,a_lumb,8.71154,8.3461525,3706,5707.5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.864011429,8.584902585,4794.142857,7581.581633,3.285714286,8.457692,8.3461525,3007,3537.2,1.8
ceh-18,39,0.456781448,0.50998328,5,5,c_eleg,8.97115,8.53846,1031,5679,3,c_brig,8.97115,8.535253333,1200,4072.333333,3,c_bren,9.07692,8.389955556,820,13934.22222,9,c_rema,8.97115,8.841345,1219,4934.5,2,c_japo,8.11538,8.11538,7199,7199,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,c_eleg,8.56731,8.39904,3588,4684,2,c_brig,8.56731,8.432693333,3033,5017.666667,3,c_bren,8.56731,8.39904,2257,3056,2,c_rema,8.56731,8.39904,2054,2770,2,c_japo,8.22115,8.18269,2872,4866.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.82115,8.484078778,2293.8,7163.811111,3.6,8.498078,8.362500667,2760.8,4078.833333,2.2
dmd-6,40,0.468493792,0.509918582,6,4,c_eleg,8.71154,8.348370769,1080,13663.92308,13,c_brig,8.79808,8.544872778,1791,11494.77778,18,c_bren,8.79808,8.361012727,8187,21187.63636,11,c_rema,9.07692,8.85577,6360,7994.333333,3,c_japo,8.79808,8.490385,3315,3349,2,p_exsp,8.22115,8.22115,4345,4345,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,c_eleg,8.79808,8.759615,1154,2372.5,2,c_brig,8.80769,8.567305,2378,3445,2,c_bren,8.77885,8.41827,551,1878.5,2,c_rema,8.77885,8.77885,2498,2498,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.733975,8.470260212,4179.666667,10339.11176,8,8.7908675,8.63101,1645.25,2548.5,1.75
nhr-135,41,0.480206137,0.509373655,7,4,c_eleg,8.79808,8.5168275,1573,3822.5,4,c_brig,8.79808,8.4735575,157,1699,4,c_bren,8.79808,8.366585,550,5408.25,8,c_rema,8.79808,8.79808,157,534.5,2,c_japo,8.79808,8.625,587,1476,3,p_paci,8.71154,8.330126667,1749,3546.666667,3,p_exsp,8.97115,8.97115,970,970,1,NA,NA,NA,NA,NA,NA,c_eleg,8.71154,8.71154,199,199,1,c_brig,8.24038,8.24038,209,209,1,c_rema,8.24038,8.24038,190,190,1,p_paci,8.97115,8.603365,134,2096,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.810441429,8.583046667,820.4285714,2493.845238,3.571428571,8.5408625,8.44891625,183,673.5,1.75
nspc-16,42,0.491918482,0.509302965,5,,c_eleg,8.79808,8.79808,381,381,1,c_brig,8.58654,8.216345,197,2705.333333,6,c_bren,8.69231,8.69231,399,783,2,c_rema,8.79808,8.4362975,529,2152.75,8,c_japo,8.97115,8.841345,591,2139.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.769232,8.5968755,419.4,1632.316667,3.8,,,,,
ugt-10,43,0.503630827,0.508627431,4,,c_eleg,8.79808,8.79808,1242,1242,1,c_bren,9.07692,8.942305,89,139,2,c_rema,9.07692,9.07692,103,103,1,p_paci,8.71154,8.287085714,280,1926.714286,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.915865,8.776097679,428.5,852.6785714,2.75,,,,,
T22F3.10,44,0.515343172,0.508366855,5,4,c_eleg,8.79808,8.79808,44,44,1,c_brig,8.79808,8.79808,252,858.5,2,c_bren,8.97115,8.646978571,226,915,7,p_paci,8.97115,8.66346,160,203,2,p_exsp,8.72115,8.47596,1451,1488,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,c_eleg,8.58654,8.403845,2279,2520.5,2,c_bren,8.97115,8.97115,268,268,1,p_paci,8.20192,8.20192,2671,2671,1,p_exsp,8.32692,8.32692,2292,2397,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.851922,8.676511714,426.6,701.7,3.6,8.5216325,8.47595875,1877.5,1964.125,2.5
pad-1,45,0.527055517,0.504449846,6,6,c_eleg,8.79808,8.537626087,81,2844.826087,23,c_brig,8.79808,8.54765913,392,1457.782609,23,c_bren,8.71154,8.5569236,196,4928.8,25,c_rema,8.79808,8.544231,132,5504.466667,30,c_japo,8.79808,8.534372069,1225,2862.816092,87,a_lumb,8.88462,8.445513333,367,1438.333333,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,c_eleg,9.16346,8.661478413,1129,11102.14286,63,c_brig,8.80769,8.559113182,595,8176.5,88,c_bren,8.79808,8.7283675,3753,4459.25,4,c_rema,8.97115,8.556039844,501,7775.3125,64,c_japo,8.79808,8.569892903,2000,8039.602151,93,p_exsp,9.16346,8.477563333,2303,10088.44444,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.79808,8.52772087,398.8333333,3172.837465,31.83333333,8.95032,8.592075862,1713.5,8273.541992,53.5
gei-3,46,0.538767861,0.503774161,5,6,c_eleg,8.88462,8.51202,6098,12971.75,8,c_brig,8.79808,8.578848,11506,19082.8,5,c_bren,9.07692,8.423076667,1695,10098.5,6,c_japo,8.28846,8.24519,2495,2578,2,p_exsp,9.16346,9.16346,710,710,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,c_eleg,8.22115,8.22115,11601,11601,1,c_brig,8.09615,8.07692,6124,7662.5,2,c_bren,8.79808,8.79808,4660,5287,2,c_japo,8.77885,8.639425,833,7476.5,2,p_exsp,8.51923,8.51923,1528,1528,1,a_lumb,8.79808,8.266825,7194,11012.5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.842308,8.584518933,4500.8,9088.21,4.4,8.535256667,8.420271667,5323.333333,7427.916667,2
nhr-14,47,0.550480206,0.503693869,5,,c_eleg,8.72115,8.36298,438,9450.875,8,c_brig,9.16346,8.70192,385,3094,3,c_bren,8.72115,8.474998,419,9418.8,5,c_rema,8.77885,8.560095,422,5009,4,c_japo,8.72115,8.72115,474,474,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.821152,8.5642286,427.6,5489.335,4.2,,,,,
sca-1,48,0.562192551,0.503124375,5,,c_eleg,8.79808,8.447115,1673,7010,2,c_brig,8.69231,8.60577,1251,5110.666667,3,c_bren,8.77885,8.4206725,2441,4357.75,4,c_rema,9.07692,9.07692,1358,1358,1,a_lumb,8.56731,8.291666667,1012,2033,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.782694,8.568428833,1547,3973.883333,2.6,,,,,
letm-1,49,0.573904896,0.500908328,5,,c_eleg,9.16346,8.79327,2557,3525.5,2,c_brig,8.69231,8.5,2633,3604.5,2,c_rema,8.30769,8.30769,4236,4236,1,c_japo,8.79808,8.79808,6154,6154,1,a_lumb,8.97115,8.97115,5689,5689,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.786538,8.674038,4253.8,4641.8,1.4,,,,,
